label,conservative_percent,default_percent,expanded_percent
R7 Lining / multilayer,18.88809393544042,22.97883085728715,24.42026850721771
R4 Fabric attached trim,17.21308025756491,19.86869239510121,30.29333782248222
R8 Secondary component,10.782374479188581,10.782374479188581,11.64723706914692
R6 Surface print / coating,1.9864483818021101,3.0890955767854797,4.22120281132948
R5 Decorative / non-textile,1.15315011994444,1.9885526703421499,1.9885526703421499
