metric,conservative_percent,default_percent,expanded_percent
any_disruptor_overall,48.91629140187702,55.094482555447996,69.55304911409452
any_retained_barrier,39.86153781406506,44.93918606119271,52.53987626783384
any_removable_disruptor,21.48689028239552,27.191616514456463,42.38037119649846
