label,conservative_percent,default_percent,expanded_percent
Any removable-hardware indicator,21.48689028239552,27.191616514456463,42.38037119649846
R1 Metal-specified,5.49850595513656,12.41951096334329,12.4952653507849
R2 Plastic-specified,0.29039181852615,0.29039181852615,0.29039181852615
R3 Material-ambiguous,19.11746138630529,21.62998190311855,38.09393544042759
