rule,setting,match,n
R1,conservative,hook-and-eye,843
R1,conservative,button and hook,519
R1,conservative,hook and eye,446
R1,conservative,metal buttons,418
R1,conservative,metal buckle,94
R1,conservative,metal button,85
R1,conservative,underwire,45
R1,conservative,metal fastener,39
R1,conservative,metal zip,19
R1,conservative,eyelets,18
R1,conservative,metal ring,17
R1,conservative,metal fasteners,13
R1,conservative,eyelet,9
R1,conservative,rivet,8
R1,conservative,rivets,7
R1,conservative,metal buckles,6
R1,conservative,metal hook,6
R1,conservative,button-and-hook,5
R1,conservative,metal zipper,5
R1,conservative,metal clasp,2
R1,conservative,metal press stud,2
R1,conservative,metal press studs,2
R1,conservative,metal snaps,2
R1,conservative,metal hardware,1
R1,conservative,metal press-studs,1
R1,conservative,metal rings,1
R1,default,press-studs,1063
R1,default,hook-and-eye,841
R1,default,hook,732
R1,default,press-stud,548
R1,default,button and hook,518
R1,default,press studs,469
R1,default,hook and eye,445
R1,default,metal buttons,418
R1,default,press stud,353
R1,default,metal buckle,94
R1,default,metal button,85
R1,default,studded,53
R1,default,hooks,45
R1,default,metal fastener,39
R1,default,charm,37
R1,default,underwire,25
R1,default,metal zip,19
R1,default,eyelets,18
R1,default,metal ring,17
R1,default,metal fasteners,13
R1,default,eyelet,9
R1,default,rivet,8
R1,default,rivets,7
R1,default,metal buckles,6
R1,default,metal hook,6
R1,default,button-and-hook,5
R1,default,charms,5
R1,default,metal zipper,5
R1,default,clasp,4
R1,default,studs,4
R1,default,metal clasp,2
R1,default,metal press stud,2
R1,default,metal press studs,2
R1,default,metal snaps,2
R1,default,metal hardware,1
R1,default,metal press-studs,1
R1,default,metal rings,1
R1,expanded,press-studs,1063
R1,expanded,hook-and-eye,841
R1,expanded,hook,732
R1,expanded,press-stud,548
R1,expanded,button and hook,518
R1,expanded,press studs,469
R1,expanded,hook and eye,445
R1,expanded,metal buttons,418
R1,expanded,press stud,353
R1,expanded,metal buckle,94
R1,expanded,metal button,85
R1,expanded,studded,53
R1,expanded,hooks,45
R1,expanded,metal fastener,39
R1,expanded,charm,37
R1,expanded,underwire,25
R1,expanded,ring,20
R1,expanded,metal zip,19
R1,expanded,eyelets,18
R1,expanded,metal ring,17
R1,expanded,rings,16
R1,expanded,metal fasteners,13
R1,expanded,eyelet,9
R1,expanded,rivet,8
R1,expanded,rivets,7
R1,expanded,metal buckles,6
R1,expanded,metal hook,6
R1,expanded,button-and-hook,5
R1,expanded,charms,5
R1,expanded,metal zipper,5
R1,expanded,clasp,4
R1,expanded,studs,4
R1,expanded,metal clasp,2
R1,expanded,metal press stud,2
R1,expanded,metal press studs,2
R1,expanded,metal snaps,2
R1,expanded,metal hardware,1
R1,expanded,metal press-studs,1
R1,expanded,metal rings,1
R2,conservative,plastic snap,68
R2,conservative,plastic fastener,43
R2,conservative,plastic buckles,17
R2,conservative,plastic buckle,8
R2,conservative,plastic fasteners,2
R2,default,plastic snap,68
R2,default,plastic fastener,43
R2,default,plastic buckles,17
R2,default,plastic buckle,8
R2,default,plastic fasteners,2
R2,expanded,plastic snap,68
R2,expanded,plastic fastener,43
R2,expanded,plastic buckles,17
R2,expanded,plastic buckle,8
R2,expanded,plastic fasteners,2
R3,conservative,zip,8589
R3,conservative,buckle,139
R3,conservative,zipped,97
R3,conservative,snap buttons,69
R3,conservative,boning,55
R3,conservative,buckles,27
R3,conservative,zipper,26
R3,conservative,stoppers,22
R3,conservative,snap,19
R3,conservative,snap button,18
R3,conservative,snap-button,10
R3,conservative,stopper,6
R3,conservative,toggle,5
R3,conservative,snaps,2
R3,conservative,zippers,1
R3,default,zip,8589
R3,default,fastener,803
R3,default,fasteners,391
R3,default,buckle,139
R3,default,zipped,97
R3,default,snap buttons,69
R3,default,boning,55
R3,default,buckles,27
R3,default,zipper,26
R3,default,stoppers,22
R3,default,snap,19
R3,default,snap button,18
R3,default,snap-button,10
R3,default,stopper,6
R3,default,toggle,5
R3,default,snaps,2
R3,default,zippers,1
R3,expanded,zip,8576
R3,expanded,buttons,4653
R3,expanded,button,3187
R3,expanded,fastener,803
R3,expanded,fasteners,390
R3,expanded,buckle,137
R3,expanded,zipped,97
R3,expanded,snap buttons,69
R3,expanded,boning,54
R3,expanded,buckles,27
R3,expanded,zipper,26
R3,expanded,stoppers,22
R3,expanded,snap,19
R3,expanded,snap button,18
R3,expanded,snap-button,10
R3,expanded,stopper,6
R3,expanded,toggle,5
R3,expanded,snaps,2
R3,expanded,hardware,1
R3,expanded,zippers,1
R4,conservative,drawstring,4623
R4,conservative,patch,1391
R4,conservative,embroidered,572
R4,conservative,lace,498
R4,conservative,embroidery,245
R4,conservative,lace trim,170
R4,conservative,appliqué,117
R4,conservative,drawstrings,97
R4,conservative,binder_part,90
R4,conservative,cuff,90
R4,conservative,elastic_part,87
R4,conservative,tape,73
R4,conservative,patches,49
R4,conservative,binding,29
R4,conservative,elastic,19
R4,conservative,drawcord,9
R4,conservative,piping,9
R4,conservative,strap,9
R4,conservative,drawcords,3
R4,default,drawstring,4623
R4,default,patch,1391
R4,default,elastic,712
R4,default,embroidered,567
R4,default,lace,498
R4,default,binding,253
R4,default,embroidery,245
R4,default,tape,203
R4,default,piping,188
R4,default,lace trim,169
R4,default,appliqué,117
R4,default,drawstrings,97
R4,default,binder_part,90
R4,default,cuff,90
R4,default,elastic_part,87
R4,default,patches,49
R4,default,ribbon,28
R4,default,ribbons,13
R4,default,drawcord,9
R4,default,strap,9
R4,default,drawcords,3
R4,default,tapes,1
R4,expanded,drawstring,4623
R4,expanded,elasticated,2568
R4,expanded,straps,2209
R4,expanded,patch,1391
R4,expanded,elastic,708
R4,expanded,embroidered,563
R4,expanded,lace,498
R4,expanded,binding,253
R4,expanded,embroidery,245
R4,expanded,tape,203
R4,expanded,strap,195
R4,expanded,piping,188
R4,expanded,lace trim,154
R4,expanded,appliqué,114
R4,expanded,drawstrings,97
R4,expanded,binder_part,90
R4,expanded,cuff,90
R4,expanded,elastic_part,87
R4,expanded,patches,49
R4,expanded,ribbon,27
R4,expanded,fabric trim,16
R4,expanded,ribbons,13
R4,expanded,drawcord,9
R4,expanded,drawcords,3
R4,expanded,contrast trim,2
R4,expanded,tapes,1
R5,conservative,sequined,180
R5,conservative,rhinestone,152
R5,conservative,sequin,106
R5,conservative,pendants,33
R5,conservative,sequins,33
R5,conservative,rhinestones,20
R5,conservative,pendant,7
R5,conservative,fur trim,6
R5,conservative,lurex,5
R5,conservative,faux_fur,3
R5,conservative,faux fur,2
R5,conservative,faux-fur,1
R5,default,sequined,178
R5,default,bead,143
R5,default,rhinestone,133
R5,default,embellished,118
R5,default,sequin,106
R5,default,fringe,53
R5,default,beads,52
R5,default,pearl,45
R5,default,beaded,39
R5,default,pendants,30
R5,default,sequins,9
R5,default,glitter,8
R5,default,rhinestones,8
R5,default,pendant,7
R5,default,fur trim,6
R5,default,lurex,4
R5,default,faux_fur,3
R5,default,faux fur,2
R5,default,faux-fur,1
R5,expanded,sequined,178
R5,expanded,bead,143
R5,expanded,rhinestone,133
R5,expanded,embellished,118
R5,expanded,sequin,106
R5,expanded,fringe,53
R5,expanded,beads,52
R5,expanded,pearl,45
R5,expanded,beaded,39
R5,expanded,pendants,30
R5,expanded,sequins,9
R5,expanded,glitter,8
R5,expanded,rhinestones,8
R5,expanded,pendant,7
R5,expanded,fur trim,6
R5,expanded,lurex,4
R5,expanded,faux_fur,3
R5,expanded,faux fur,2
R5,expanded,faux-fur,1
R6,conservative,coated,468
R6,conservative,coating,257
R6,conservative,bonded,136
R6,conservative,reflective print,47
R6,conservative,foil print,17
R6,conservative,laminated,9
R6,conservative,flock print,7
R6,conservative,seam tape,2
R6,conservative,flock-print,1
R6,default,coated,468
R6,default,coating,257
R6,default,water-repellent,248
R6,default,bonded,136
R6,default,water repellent,108
R6,default,waterproof,81
R6,default,taped seams,60
R6,default,reflective print,47
R6,default,foil print,17
R6,default,water resistant,14
R6,default,water-resistant,11
R6,default,laminated,9
R6,default,flock print,7
R6,default,graphic print,2
R6,default,seam tape,2
R6,default,flock-print,1
R6,expanded,coated,468
R6,expanded,all-over print,283
R6,expanded,coating,257
R6,expanded,water-repellent,247
R6,expanded,all over print,168
R6,expanded,bonded,136
R6,expanded,water repellent,108
R6,expanded,waterproof,81
R6,expanded,reflective details,79
R6,expanded,taped seams,60
R6,expanded,reflective print,47
R6,expanded,foil print,17
R6,expanded,water resistant,14
R6,expanded,water-resistant,10
R6,expanded,laminated,9
R6,expanded,flock print,7
R6,expanded,reflective detail,6
R6,expanded,all-over-print,4
R6,expanded,graphic print,2
R6,expanded,seam tape,2
R6,expanded,flock-print,1
R7_presence,conservative,lining,8246
R7_presence,conservative,hood_lining,233
R7_presence,conservative,cup_lining,161
R7_presence,conservative,inner_layer,148
R7_presence,conservative,body_lining,114
R7_presence,conservative,petticoat,37
R7_presence,conservative,sleeve_lining,14
R7_presence,conservative,inner_pants,12
R7_presence,conservative,interlining,6
R7_presence,conservative,front_body_lining,4
R7_presence,conservative,skirt_lining,1
R7_presence,default,lining,8246
R7_presence,default,lined,1767
R7_presence,default,hood_lining,233
R7_presence,default,cup_lining,161
R7_presence,default,inner_layer,148
R7_presence,default,inner layer,124
R7_presence,default,body_lining,114
R7_presence,default,double layer,37
R7_presence,default,petticoat,37
R7_presence,default,double-layer,16
R7_presence,default,sleeve_lining,14
R7_presence,default,inner_pants,12
R7_presence,default,interlining,6
R7_presence,default,front_body_lining,4
R7_presence,default,skirt_lining,1
R7_presence,expanded,lining,8246
R7_presence,expanded,lined,1755
R7_presence,expanded,layered,678
R7_presence,expanded,hood_lining,233
R7_presence,expanded,cup_lining,161
R7_presence,expanded,inner_layer,148
R7_presence,expanded,inner layer,124
R7_presence,expanded,body_lining,114
R7_presence,expanded,petticoat,37
R7_presence,expanded,double layer,35
R7_presence,expanded,two-layer,21
R7_presence,expanded,double-layer,16
R7_presence,expanded,sleeve_lining,14
R7_presence,expanded,inner_pants,12
R7_presence,expanded,interlining,6
R7_presence,expanded,front_body_lining,4
R7_presence,expanded,skirt_lining,1
R7b_hidden_layer_mismatch,conservative,shell[nylon]__lining[polyester],747
R7b_hidden_layer_mismatch,conservative,shell[cotton]__lining[polyester],495
R7b_hidden_layer_mismatch,conservative,shell[nylon]__lining[cotton],493
R7b_hidden_layer_mismatch,conservative,shell[viscose]__lining[polyester],336
R7b_hidden_layer_mismatch,conservative,shell[polyester]__lining[nylon],142
R7b_hidden_layer_mismatch,conservative,shell[nylon]__padding[polyester],140
R7b_hidden_layer_mismatch,conservative,coating[polyurethane]__lining[polyester],123
R7b_hidden_layer_mismatch,conservative,shell[polyester]__lining[cotton],122
R7b_hidden_layer_mismatch,conservative,shell[viscose]__lining[cotton],112
R7b_hidden_layer_mismatch,conservative,shell[nylon]__cup_lining[polyester],100
R7b_hidden_layer_mismatch,conservative,shell[cotton]__cup_lining[polyester],70
R7b_hidden_layer_mismatch,conservative,shell[cotton]__padding[polyester],62
R7b_hidden_layer_mismatch,conservative,shell[lyocell]__lining[polyester],60
R7b_hidden_layer_mismatch,conservative,face[nylon]__filling[polyester],56
R7b_hidden_layer_mismatch,conservative,shell[wool]__lining[polyester],55
R7b_hidden_layer_mismatch,conservative,shell[wool]__lining[viscose],47
R7b_hidden_layer_mismatch,conservative,shell[linen]__lining[cotton],45
R7b_hidden_layer_mismatch,conservative,shell[linen]__lining[polyester],43
R7b_hidden_layer_mismatch,conservative,body[nylon]__cup_lining[polyester],33
R7b_hidden_layer_mismatch,conservative,shell[cotton]__sleeve_lining[polyester],32
R7b_hidden_layer_mismatch,conservative,shell[polyester]__lining[viscose],31
R7b_hidden_layer_mismatch,conservative,shell[lyocell]__lining[cotton],29
R7b_hidden_layer_mismatch,conservative,main[nylon]__lining[polyester],25
R7b_hidden_layer_mismatch,conservative,shell[cotton]__lining[viscose],21
R7b_hidden_layer_mismatch,conservative,shell[nylon]__padding[reprocessed down],18
R7b_hidden_layer_mismatch,conservative,shell[polyester]__hood_lining[cotton],18
R7b_hidden_layer_mismatch,conservative,coating[polyurethane]__padding[polyester],16
R7b_hidden_layer_mismatch,conservative,main[viscose]__lining[polyester],16
R7b_hidden_layer_mismatch,conservative,shell[polyester]__body_filling[down],16
R7b_hidden_layer_mismatch,conservative,main[cotton]__lining[polyester],15
R7b_hidden_layer_mismatch,conservative,shell[polyester]__lining[elastane],15
R7b_hidden_layer_mismatch,conservative,main[polyester]__lining[cotton],14
R7b_hidden_layer_mismatch,conservative,shell[cotton]__filling[polyester],14
R7b_hidden_layer_mismatch,conservative,shell[nylon]__filling[polyester],14
R7b_hidden_layer_mismatch,conservative,shell[modacrylic]__lining[polyester],13
R7b_hidden_layer_mismatch,conservative,shell[nylon]__inner_layer[polyester],13
R7b_hidden_layer_mismatch,conservative,shell[nylon]__lining[elastane],13
R7b_hidden_layer_mismatch,conservative,body[cotton]__cup_lining[polyester],12
R7b_hidden_layer_mismatch,conservative,body[viscose]__petticoat[polyester],12
R7b_hidden_layer_mismatch,conservative,front_panel[nylon]__cup_lining[polyester],12
R7b_hidden_layer_mismatch,conservative,main[nylon]__padding[polyester],11
R7b_hidden_layer_mismatch,conservative,shell[lamb leather]__lining[viscose],11
R7b_hidden_layer_mismatch,conservative,shell[cotton]__body_lining[polyester],10
R7b_hidden_layer_mismatch,conservative,shell[cotton]__inner_layer[polyester],10
R7b_hidden_layer_mismatch,conservative,shell[linen]__body_lining[polyester],10
R7b_hidden_layer_mismatch,conservative,shell[polyester]__padding[reprocessed down],10
R7b_hidden_layer_mismatch,conservative,shell[leather]__lining[polyester],9
R7b_hidden_layer_mismatch,conservative,shell[sheep leather]__lining[viscose],9
R7b_hidden_layer_mismatch,conservative,body[nylon]__lining[polyester],8
R7b_hidden_layer_mismatch,conservative,main[nylon]__cup_lining[polyester],8
R7b_hidden_layer_mismatch,conservative,shell[leather]__lining[viscose],8
R7b_hidden_layer_mismatch,conservative,shell[modal]__lining[polyester],8
R7b_hidden_layer_mismatch,conservative,shell[wool]__lining[cotton],8
R7b_hidden_layer_mismatch,conservative,body[cotton]__lining[nylon],7
R7b_hidden_layer_mismatch,conservative,face[polyester]__lining[nylon],7
R7b_hidden_layer_mismatch,conservative,lace[nylon]__lining[cotton],7
R7b_hidden_layer_mismatch,conservative,shell[polyester]__upper_body_filling[down - recycled down],7
R7b_hidden_layer_mismatch,conservative,main[nylon]__lining[cotton],6
R7b_hidden_layer_mismatch,conservative,shell[cotton]__hood_lining[polyester],6
R7b_hidden_layer_mismatch,conservative,shell[lyocell]__lining[viscose],6
R7b_hidden_layer_mismatch,conservative,main[wool]__lining[cotton],5
R7b_hidden_layer_mismatch,conservative,padding[reprocessed down]__lining[nylon],5
R7b_hidden_layer_mismatch,conservative,shell[cow leather]__lining[viscose],5
R7b_hidden_layer_mismatch,conservative,shell[linen]__lining[viscose],5
R7b_hidden_layer_mismatch,conservative,shell[polyester]__filling[down],5
R7b_hidden_layer_mismatch,conservative,shell[silk]__lining[viscose],5
R7b_hidden_layer_mismatch,conservative,shell[viscose]__inner_layer[polyester],5
R7b_hidden_layer_mismatch,conservative,shell[viscose]__lining[nylon],5
R7b_hidden_layer_mismatch,conservative,body[viscose]__lining[nylon],4
R7b_hidden_layer_mismatch,conservative,face[cotton]__filling[polyester],4
R7b_hidden_layer_mismatch,conservative,face[nylon]__body_filling[down],4
R7b_hidden_layer_mismatch,conservative,main[nylon]__padding[reprocessed down],4
R7b_hidden_layer_mismatch,conservative,main[wool]__lining[acetate],4
R7b_hidden_layer_mismatch,conservative,shell[acrylic]__front_body_lining[polyester],4
R7b_hidden_layer_mismatch,conservative,shell[elastane]__cup_lining[polyester],4
R7b_hidden_layer_mismatch,conservative,shell[elastane]__lining[nylon],4
R7b_hidden_layer_mismatch,conservative,shell[elastane]__lining[polyester],4
R7b_hidden_layer_mismatch,conservative,shell[elastomultiester]__body_filling[down],4
R7b_hidden_layer_mismatch,conservative,shell[goat suede]__lining[polyester],4
R7b_hidden_layer_mismatch,conservative,shell[lyocell]__sleeve_lining[polyester],4
R7b_hidden_layer_mismatch,conservative,shell[nylon]__body_lining[polyester],4
R7b_hidden_layer_mismatch,conservative,shell[nylon]__filling[down],4
R7b_hidden_layer_mismatch,conservative,shell[nylon]__lining[viscose],4
R7b_hidden_layer_mismatch,conservative,shell[polyester]__body_lining[cotton],4
R7b_hidden_layer_mismatch,conservative,shell[polyester]__cup_lining[nylon],4
R7b_hidden_layer_mismatch,conservative,shell[polyester]__inner_layer[nylon],4
R7b_hidden_layer_mismatch,conservative,shell[polyester]__lining[acetate],4
R7b_hidden_layer_mismatch,conservative,shell[sheep leather]__lining[cotton],4
R7b_hidden_layer_mismatch,conservative,shell[suede]__lining[polyester],4
R7b_hidden_layer_mismatch,conservative,shell[viscose]__sleeve_lining[polyester],4
R7b_hidden_layer_mismatch,conservative,shell[wool]__body_lining[polyester],4
R7b_hidden_layer_mismatch,conservative,shell[wool]__sleeve_lining[polyester],4
R7b_hidden_layer_mismatch,conservative,body[nylon]__inner_pants[polyester],3
R7b_hidden_layer_mismatch,conservative,main[cotton]__padding[polyester],3
R7b_hidden_layer_mismatch,conservative,main[leather]__lining[viscose],3
R7b_hidden_layer_mismatch,conservative,main[polyester]__lining[acetate],3
R7b_hidden_layer_mismatch,conservative,shell[cotton]__body_lining[nylon],3
R7b_hidden_layer_mismatch,conservative,shell[cow leather]__lining[polyester],3
R7b_hidden_layer_mismatch,conservative,shell[goat leather]__lining[polyester],3
R7b_hidden_layer_mismatch,conservative,shell[goat suede]__lining[viscose],3
R7b_hidden_layer_mismatch,conservative,shell[linen]__sleeve_lining[polyester],3
R7b_hidden_layer_mismatch,conservative,shell[modal]__lining[cotton],3
R7b_hidden_layer_mismatch,conservative,shell[nylon]__body_filling[down],3
R7b_hidden_layer_mismatch,conservative,shell[nylon]__padding[down],3
R7b_hidden_layer_mismatch,conservative,shell[polyurethane]__lining[polyester],3
R7b_hidden_layer_mismatch,conservative,shell[ramie]__lining[cotton],3
R7b_hidden_layer_mismatch,conservative,shell[sheep leather]__lining[polyester],3
R7b_hidden_layer_mismatch,conservative,shell[wool]__padding[polyester],3
R7b_hidden_layer_mismatch,conservative,coating[polyurethane]__lining[cotton],2
R7b_hidden_layer_mismatch,conservative,main[cotton]__lining[viscose],2
R7b_hidden_layer_mismatch,conservative,main[linen]__lining[cotton],2
R7b_hidden_layer_mismatch,conservative,main[linen]__lining[polyester],2
R7b_hidden_layer_mismatch,conservative,main[polyester]__lining[nylon],2
R7b_hidden_layer_mismatch,conservative,main[polyester]__lining[viscose],2
R7b_hidden_layer_mismatch,conservative,main[polyester]__padding[down],2
R7b_hidden_layer_mismatch,conservative,main[viscose]__lining[cotton],2
R7b_hidden_layer_mismatch,conservative,main[wool]__body_lining[viscose],2
R7b_hidden_layer_mismatch,conservative,main[wool]__lining[viscose],2
R7b_hidden_layer_mismatch,conservative,outer_layer[polyester]__inner_layer[nylon],2
R7b_hidden_layer_mismatch,conservative,outer_layer[wool]__inner_layer[cotton],2
R7b_hidden_layer_mismatch,conservative,shell[acrylic]__lining[cotton],2
R7b_hidden_layer_mismatch,conservative,shell[acrylic]__lining[polyester],2
R7b_hidden_layer_mismatch,conservative,shell[cotton]__inner_pants[polyester],2
R7b_hidden_layer_mismatch,conservative,shell[cotton]__lining[elastane],2
R7b_hidden_layer_mismatch,conservative,shell[lamb leather]__lining[cotton],2
R7b_hidden_layer_mismatch,conservative,shell[polyester]__inner_layer[viscose],2
R7b_hidden_layer_mismatch,conservative,shell[polyester]__padding[nylon],2
R7b_hidden_layer_mismatch,conservative,shell[polyester]__sleeve_lining[cotton],2
R7b_hidden_layer_mismatch,conservative,shell[suede]__lining[viscose],2
R7b_hidden_layer_mismatch,conservative,shell[wool]__lining[acetate],2
R7b_hidden_layer_mismatch,conservative,upper[cotton]__inner_layer[polyester],2
R7b_hidden_layer_mismatch,conservative,base_fabric[polyester]__lining[cotton],1
R7b_hidden_layer_mismatch,conservative,face[nylon]__padding[polyester],1
R7b_hidden_layer_mismatch,conservative,face[polyester]__padding[reprocessed down],1
R7b_hidden_layer_mismatch,conservative,main[acetate]__padding[polyester],1
R7b_hidden_layer_mismatch,conservative,main[cotton]__cup_lining[nylon],1
R7b_hidden_layer_mismatch,conservative,main[cotton]__cup_lining[polyester],1
R7b_hidden_layer_mismatch,conservative,main[cotton]__inner_layer[polyester],1
R7b_hidden_layer_mismatch,conservative,main[modal]__lining[polyester],1
R7b_hidden_layer_mismatch,conservative,main[nylon]__lining[viscose],1
R7b_hidden_layer_mismatch,conservative,main[polyester]__inner_layer[rubber],1
R7b_hidden_layer_mismatch,conservative,main[polyester]__padding[reprocessed down],1
R7b_hidden_layer_mismatch,conservative,main[viscose]__lining[lyocell],1
R7b_hidden_layer_mismatch,conservative,main[wool]__inner_layer[viscose],1
R7b_hidden_layer_mismatch,conservative,outer_layer[nylon]__padding[down],1
R7b_hidden_layer_mismatch,conservative,shell[acetate]__lining[cotton],1
R7b_hidden_layer_mismatch,conservative,shell[acetate]__lining[polyester],1
R7b_hidden_layer_mismatch,conservative,shell[cotton]__body_lining[lyocell],1
R7b_hidden_layer_mismatch,conservative,shell[cotton]__cup_lining[nylon],1
R7b_hidden_layer_mismatch,conservative,shell[cotton]__lining[nylon],1
R7b_hidden_layer_mismatch,conservative,shell[cotton]__lining[wool],1
R7b_hidden_layer_mismatch,conservative,shell[cotton]__padding[polyurethane],1
R7b_hidden_layer_mismatch,conservative,shell[cotton]__sleeve_lining[viscose],1
R7b_hidden_layer_mismatch,conservative,shell[lamb leather]__lining[polyester],1
R7b_hidden_layer_mismatch,conservative,shell[linen]__body_lining[cotton],1
R7b_hidden_layer_mismatch,conservative,shell[linen]__lining[acetate],1
R7b_hidden_layer_mismatch,conservative,shell[linen]__padding[polyester],1
R7b_hidden_layer_mismatch,conservative,shell[lyocell]__body_lining[polyester],1
R7b_hidden_layer_mismatch,conservative,shell[lyocell]__inner_layer[viscose],1
R7b_hidden_layer_mismatch,conservative,shell[lyocell]__padding[polyester],1
R7b_hidden_layer_mismatch,conservative,shell[modacrylic]__lining[cotton],1
R7b_hidden_layer_mismatch,conservative,shell[nylon]__cup_lining[polyester resin],1
R7b_hidden_layer_mismatch,conservative,shell[nylon]__padding[polyurethane],1
R7b_hidden_layer_mismatch,conservative,shell[nylon]__skirt_lining[polyester],1
R7b_hidden_layer_mismatch,conservative,shell[polyester]__cup_lining[cotton],1
R7b_hidden_layer_mismatch,conservative,shell[polyester]__inner_layer[elastane],1
R7b_hidden_layer_mismatch,conservative,shell[polyester]__lining[rubber],1
R7b_hidden_layer_mismatch,conservative,shell[polyester]__padding[acrylic],1
R7b_hidden_layer_mismatch,conservative,shell[polyester]__padding[down],1
R7b_hidden_layer_mismatch,conservative,shell[polyurethane]__lining[paper],1
